price,area_sqft,location,bhk,is_resale,amenity_gym,lift,parking,amenity_maintenance,amenity_security,amenity_kids_play,amenity_clubhouse,amenity_intercom,amenity_gardens,amenity_indoor_games,amenity_gas,amenity_jogging,amenity_pool,price_per_sqft,amenity_count
21000000,900,soniwadi_road,2,0,1,0,0,0,1,1,0,1,0,0,1,1,0,23333.333333333332,6
20000000,900,haridas_nagar,2,0,1,1,1,1,1,1,0,1,0,0,1,0,0,22222.222222222223,6
21000000,900,shimpoli,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23333.333333333332,1
18500000,1200,tps_road,3,0,0,1,1,1,1,1,0,1,0,0,1,0,0,15416.666666666666,5
20500000,900,off_shimpoli_road,2,0,1,1,1,1,1,1,0,1,0,0,1,1,0,22777.777777777777,7
12500000,510,wadala,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,24509.803921568626,8
11000000,670,borivali_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,16417.910447761195,1
150000000,2710,mahalaxmi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,55350.553505535056,2
19500000,800,worli,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,24375.0,2
55000000,1388,lower_parel,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,39625.36023054755,2
45000000,1100,worli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,40909.09090909091,2
400000000,3638,worli,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,109950.52226498075,2
70000000,1700,worli,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,41176.470588235294,2
85000000,1700,prabhadevi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,50000.0,2
35000000,2450,kandivali_east,4,0,1,1,1,0,1,0,1,1,0,0,1,1,1,14285.714285714286,7
18000000,1165,kandivali_east,3,0,1,1,1,0,1,0,1,1,0,0,1,1,1,15450.643776824034,7
11200000,1025,kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,10926.829268292682,7
3100000,450,rustomjee_global_city,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6888.888888888889,1
7500000,900,sunil_nagar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8333.333333333334,3
4500000,603,sector_30_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7462.686567164179,2
13500000,1340,sector_19_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10074.626865671642,2
16000000,1550,sector_10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10322.58064516129,2
11000000,1160,sector_10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9482.758620689656,2
6500000,650,sector_20_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000.0,2
5600000,610,sector_20_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9180.327868852459,2
7200000,860,sector_10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8372.093023255815,2
5500000,640,sector_20_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8593.75,2
6000000,560,sector_15_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10714.285714285714,2
13200000,1260,sector_12_a,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10476.190476190477,2
6000000,850,sector_19_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7058.823529411765,2
11500000,1095,sector_18,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10502.28310502283,2
15000000,1500,sector_18,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000.0,2
5000000,500,sector13_khanda_colony,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10000.0,1
5600000,635,sector_19_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8818.897637795275,2
4600000,610,sector16_airoli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7540.983606557377,2
9500000,1065,ranjanpada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8920.18779342723,2
12700000,1251,sector_15,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10151.878497202239,2
9500000,1065,sector_35g,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8920.18779342723,2
14000000,1320,sector_18,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10606.060606060606,2
10500000,1136,sector_5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9242.957746478873,2
9900000,1125,sector_10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8800.0,2
10000000,1098,sector_19_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9107.468123861567,2
13000000,1300,sector_20_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000.0,2
7800000,735,sector_35i_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10612.244897959185,2
4200000,640,sector35d_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6562.5,2
9800000,1090,sector_35i_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8990.825688073395,2
4500000,800,sector_30_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5625.0,2
15000000,1300,sector_12_kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11538.461538461539,2
5300000,560,sector_20_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9464.285714285714,2
16000000,1400,sector_20_kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11428.57142857143,2
11100000,1117,sector_20_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9937.332139659804,2
12700000,1125,sector_15,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11288.888888888889,2
6000000,675,sector35d_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8888.888888888889,2
11000000,1100,sector_20_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000.0,2
5000000,650,sector34_a_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7692.307692307692,2
6500000,675,sector_19_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9629.62962962963,2
5500000,450,sector16_airoli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12222.222222222223,2
6000000,560,sector_15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10714.285714285714,2
5500000,650,sector_30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8461.538461538461,2
10500000,1075,sector_35g,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9767.441860465116,2
7000000,735,sector_35i_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9523.809523809523,2
4600000,600,sector_36_kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7666.666666666667,2
8000000,1000,sector_20_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000.0,2
10600000,1070,sector_10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9906.542056074766,2
11500000,1182,sector_11_belapur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9729.27241962775,2
10500000,911,sector_20_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11525.795828759605,2
12700000,1125,sector_15_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11288.888888888889,2
9900000,1025,sector_34b_kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9658.536585365853,2
3800000,555,dombivali_east,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6846.846846846847,3
3600000,600,dombivali_east,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,6000.0,4
3700000,550,dombivali_east,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6727.272727272727,3
3000000,600,dombivali_east,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5000.0,3
7600000,950,dombivali_east,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8000.0,3
33000000,1472,kandivali_west,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1,22418.478260869564,7
2100000,370,virar_east,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,5675.675675675676,4
8000000,715,nerul,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,11188.811188811189,7
21000000,1771,roadpali,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1,11857.707509881422,7
25500000,1650,goregaon_west,3,1,0,1,1,0,1,0,0,0,1,0,1,0,1,15454.545454545454,4
16000000,1650,sector_50_seawoods,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9696.969696969696,1
112500000,1340,napeansea_road,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,83955.22388059701,1
5500000,690,ulwe,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7971.014492753623,1
13000000,816,borivali_west,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15931.372549019608,0
8000000,810,mumbai_highway,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,9876.543209876543,2
8500000,1000,sector_36_kharghar,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8500.0,2
14500000,1250,sector_18_kharghar,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,11600.0,3
6990000,473,thane_west,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14778.01268498943,10
8500000,1000,sector_36_kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8500.0,2
14000000,1016,sector_18_kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,13779.527559055117,4
10000000,785,mumbai_highway,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,12738.853503184713,3
13000000,1290,sector_18_kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10077.519379844962,4
11500000,1227,sector_35i_kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,9372.453137734312,4
17500000,1630,sector_7_kharghar,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,10736.196319018405,3
14000000,1200,sector_18_kharghar,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,11666.666666666666,2
14000000,1200,sector_18_kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11666.666666666666,2
19000000,1500,mumbai_highway,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,12666.666666666666,4
85000000,2000,worli,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,42500.0,2
8200000,525,kandivali_east,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,15619.047619047618,5
12000000,540,borivali_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,22222.222222222223,1
2800000,525,panvel,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5333.333333333333,1
29000000,1350,ghatkopar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0,21481.48148148148,6
11000000,1131,kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,9725.906277630416,5
9500000,1400,kharghar,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,6785.714285714285,4
6500000,800,kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8125.0,4
3700000,500,kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7400.0,4
10500000,900,lokhandwala_township,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11666.666666666666,1
12000000,1050,andheri_east,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,11428.57142857143,4
8500000,1225,andheri,3,0,1,1,1,1,1,0,1,0,1,0,0,0,1,6938.775510204082,6
18000000,1100,andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,16363.636363636364,6
25000000,1400,goregaon_east,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,17857.14285714286,3
14000000,1000,andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,14000.0,6
30000000,1480,andheri,3,0,0,1,1,1,1,0,1,0,1,0,0,0,0,20270.27027027027,4
9500000,1150,kharghar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,8260.869565217392,9
9900000,1150,kharghar,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1,8608.695652173914,6
18500000,1700,kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,10882.35294117647,9
8200000,1015,kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,8078.817733990148,4
9300000,1150,kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,8086.95652173913,7
5800000,750,kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,7733.333333333333,9
14200000,1800,kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,7888.888888888889,10
15500000,1605,kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,9657.320872274144,10
7900000,1040,kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7596.153846153846,8
10500000,1580,kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,6645.569620253164,7
11000000,1255,kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,8764.940239043824,10
5300000,660,kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,8030.30303030303,8
10100000,1580,kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,6392.405063291139,7
10000000,1100,kharghar,2,0,1,1,1,0,1,1,0,0,0,0,0,1,1,9090.90909090909,5
13000000,1150,kharghar,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,11304.347826086956,8
11399999,1133,panvel,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,10061.781994704324,9
31500000,1423,borivali_east,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,22136.33169360506,8
23300000,1500,malad_west,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,15533.333333333334,1
110000000,3300,andheri_west,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.333333333336,0
10000000,440,chembur,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,22727.272727272728,6
3500000,475,sector_20_kamothe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368.421052631579,0
9200000,750,malad_west,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,12266.666666666666,6
29000000,1050,shastri_nagar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,27619.04761904762,3
56000000,2200,wadala_east_wadala,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,25454.545454545456,3
15500000,600,parel,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25833.333333333332,1
8000000,640,thane_west,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,12500.0,9
7200000,657,thane_west,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,10958.90410958904,7
7500000,550,thane_west,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,13636.363636363636,8
18000000,1309,thane_west,3,1,1,0,1,0,1,1,0,1,1,1,0,1,0,13750.954927425515,7
16200000,1850,kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8756.756756756757,3
15500000,680,wadala_east_wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,22794.117647058825,3
15000000,880,wadala_east_wadala,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17045.454545454544,3
14000000,690,wadala_east_wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20289.855072463768,3
13500000,950,wadala_east_wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14210.526315789473,3
23000000,925,haridas_nagar,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,24864.864864864863,2
7500000,650,kalwa,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11538.461538461539,3
9000000,990,parsik_nagar,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,9090.90909090909,3
6500000,610,maharashtra_nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10655.737704918032,0
8000000,806,pant_nagar,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,9925.558312655086,3
19000000,1050,patlipada,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,18095.238095238095,3
11100000,655,andheri_east,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16946.564885496184,2
52500000,1144,santacruz_west,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,45891.60839160839,2
9500000,1200,,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7916.666666666667,3
13500000,1050,belapur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,12857.142857142857,3
18000000,1335,belapur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,13483.14606741573,3
12600000,1150,sector_12_kamothe,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,10956.521739130434,3
38000000,2120,nerul,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,17924.528301886792,3
12600000,1150,sector_12_kharghar,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,10956.521739130434,3
25000000,1950,nerul,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,12820.51282051282,3
17100000,1150,seawoods,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,14869.565217391304,3
17100000,1100,seawoods,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,15545.454545454546,3
92500000,2670,parel,5,0,1,1,1,0,1,1,1,0,0,1,0,1,1,34644.19475655431,7
7500000,560,thane_west,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,13392.857142857143,5
16500000,1166,majiwada,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,14150.943396226416,6
5500000,600,kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9166.666666666666,4
5500000,580,kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9482.758620689656,4
5600000,630,kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8888.888888888889,4
6000000,620,kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9677.41935483871,4
9500000,1056,kalwa,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8996.212121212122,4
18000000,675,4_bunglows,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,26666.666666666668,3
28000000,730,,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,38356.16438356164,3
70000000,2000,,6,0,1,1,1,1,1,0,1,0,0,0,0,0,0,35000.0,4
17500000,650,andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,26923.076923076922,3
6200000,400,airoli,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15500.0,2
9500000,1000,airoli,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1,9500.0,4
12200000,675,kolshet_road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,18074.074074074073,2
12400000,674,kolshet_road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,18397.626112759644,2
28400000,1733,thane_west,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16387.766878245817,2
12400000,673,kolshet_road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,18424.962852897475,2
12100000,690,kolshet_road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,17536.231884057972,2
28400000,1733,thane_west,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16387.766878245817,2
14000000,1530,sector_10_khanda_colony,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,9150.32679738562,2
13200000,768,pokharan_road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,17187.5,2
6656000,488,kharegaon,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13639.344262295082,2
9750000,711,kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13713.08016877637,2
5300000,560,kalwa,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9464.285714285714,2
50000000,7000,kalyan,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7142.857142857143,2
13200000,768,pokhran_2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,17187.5,2
6656000,488,kalwa,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13639.344262295082,2
7000000,448,panch_pakhadi,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15625.0,2
15000000,971,panch_pakhadi,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15447.99176107106,2
9250000,770,kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12012.987012987012,2
20099999,1145,kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,17554.58427947598,2
16500000,1250,thane_west,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13200.0,2
9500000,1005,chembur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9452.73631840796,9
7500000,757,chembur,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9907.529722589168,9
9500000,1005,chembur_east,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9452.73631840796,9
7500000,757,chembur_east,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,9907.529722589168,8
12000000,957,ghatkopar,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,12539.184952978056,10
37500000,2195,goregaon,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,17084.282460136674,9
41500000,2195,goregaon,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,18906.605922551254,8
48000000,3230,goregaon,4,1,1,1,1,0,1,1,1,0,1,1,0,1,1,14860.681114551084,8
10000000,750,jogeshwari_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,13333.333333333334,1
8500000,750,jogeshwari_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11333.333333333334,1
16000000,750,jogeshwari_west,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21333.333333333332,1
8500000,585,jogeshwari_west,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14529.91452991453,1
10500000,750,jogeshwari_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14000.0,1
11000000,750,jogeshwari_west,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14666.666666666666,1
24500000,1650,thane_west,3,0,1,1,1,0,1,0,1,0,0,0,1,1,1,14848.484848484848,6
11299999,900,goregaon_east,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,12555.554444444444,4
5700000,620,mira_road_east,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,9193.548387096775,6
13200000,935,malad_west,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,14117.64705882353,8
4700000,885,powai_lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5310.734463276836,3
4600000,885,mhada_colony_20,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5197.74011299435,1
2900000,700,powai_lake,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4142.857142857143,3
24800000,958,wadala_east_wadala,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25887.265135699374,2
28500000,997,andheri_west,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,28585.757271815448,2
10000000,546,goregaon_west,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,18315.018315018315,3
5900000,1015,karanjade,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,5812.8078817733995,8
4800000,600,sector_36_kamothe,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8000.0,2
55000000,1950,andheri_west,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,28205.128205128207,10
2300000,480,dombivli,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4791.666666666667,2
13600000,600,dn_nagar_road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,22666.666666666668,2
5200000,534,godrej_hill,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9737.827715355805,2
21000000,730,ganesh_nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,28767.12328767123,2
3300000,342,godrej_hill,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9649.122807017544,2
5545000,902,haware_city,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6147.450110864745,4
5556000,902,haware_city,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,6159.645232815965,5
7311000,1149,haware_city,3,0,1,1,1,0,1,0,1,0,1,0,0,0,1,6362.924281984334,5
24000000,1250,mahatma_gandhi_road,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19200.0,2
11399999,448,akurli_nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25446.426339285714,2
7300000,1149,kasar_vadavali,3,0,1,1,0,0,1,0,1,0,1,0,0,0,1,6353.350739773717,5
6000000,935,vasai_west,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6417.1122994652405,0
4500000,650,vasai,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,6923.076923076923,3
6200000,655,mira_road_east,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,9465.648854961832,8
4500000,645,mira_road_east,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,6976.7441860465115,7
21000000,1280,malad_east,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16406.25,8
21500000,1280,malad_east,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16796.875,8
4400000,665,sector_17_ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6616.541353383459,0
2399000,620,badlapur_west,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3869.3548387096776,2
2650000,600,nala_sopara,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,4416.666666666667,3
3700000,440,mira_road_east,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,8409.09090909091,3
2100000,245,mira_road_east,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,8571.42857142857,3
12500000,745,kandivali_east,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,16778.523489932886,10
4500000,457,mumbai_nashik_expressway,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,9846.827133479212,2
2200000,400,shirgaon,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5500.0,2
3300000,612,katrap,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5392.156862745098,2
15000000,800,chembur,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,18750.0,1
12500000,878,chembur,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,14236.902050113895,7
14000000,1077,kurla,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12999.071494893222,1
33000000,1650,nahur,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20000.0,11
2300000,690,ambernath_east,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,3333.3333333333335,8
29000000,1960,mulund_west,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14795.918367346938,10
8500000,1000,kalwa,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,8500.0,7
6000000,575,thane_west,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,10434.782608695652,2
60000000,2500,lower_parel,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24000.0,11
33000000,1800,samata_nagar_thakur_village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,18333.333333333332,7
35000000,1835,samata_nagar_thakur_village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,19073.56948228883,7
33000000,1667,kandivali_east,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19796.04079184163,11
24500000,1300,thakur_village_kandivali_east,3,0,0,1,1,1,1,1,0,1,0,1,0,1,0,18846.153846153848,6
3467000,530,dombivali_east,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6541.509433962264,1
